Region,Distributor Code,Retailer Code,Pincode,Salesman Name,Latitude,Longitude,Visits/week
TN CHN,22819,226681600849,0,KARMEGAN,13.0479467,80.2745717,1
TN CHN,22819,226681600753,0,KARMEGAN,13.0592483,80.2721017,1
TN CHN,22819,226681600763,600005,KARMEGAN,12.9563379,80.1833118,1
TN CHN,22819,226681600792,600005,KARMEGAN,13.0626531,80.2714956,1
TN CHN,22819,226681600902,0,KARMEGAN,12.9563428,80.1833138,1
TN CHN,22819,226681600917,600004,KARMEGAN,12.9563479,80.1833177,1
TN CHN,22819,226681700926,600005,KARMEGAN,13.0556833,80.2756501,1
TN CHN,22819,226681700936,0,KARMEGAN,13.0432774,80.2680026,1
TN CHN,22819,226681700945,600004,KARMEGAN,13.0167111,80.245421,1
TN CHN,22819,226681700966,0,KARMEGAN,12.9563892,80.1833157,1
TN CHN,22819,226681700995,600005,KARMEGAN,13.0292672,80.2604664,1
TN CHN,22819,226681701014,0,KARMEGAN,12.9563431,80.1833153,1
TN CHN,22819,228191700014,600016,RUBAN,12.9563906,80.1833169,1
TN CHN,22819,228191700021,600016,RUBAN,13.0499545,80.2204444,1
TN CHN,22819,228191700034,600016,RUBAN,12.9563904,80.1833154,1
TN CHN,22819,228191700056,600088,RUBAN,12.9982679,80.2083829,1
TN CHN,22819,228191700062,600088,RUBAN,12.956345,80.1833167,1
TN CHN,22819,226681600823,0,KARMEGAN,13.0434309,80.2679899,1
TN CHN,22819,226681600825,0,KARMEGAN,12.95642735,80.18343519,1
TN CHN,22819,226681600863,600004,KARMEGAN,12.9563522,80.183317,1
TN CHN,22819,226681600898,600004,KARMEGAN,12.9563388,80.1833181,1
TN CHN,22819,226681701017,600004,KARMEGAN,13.0308981,80.2741909,1
TN CHN,22819,226681701043,0,KARMEGAN,13.0398968,80.2678889,1
TN CHN,22819,228191700003,600016,RUBAN,13.0009946,80.2042758,1
TN CHN,22819,226681700948,0,KARMEGAN,12.9563433,80.1833161,1
TN CHN,22819,226681700950,0,KARMEGAN,13.0527685,80.2704631,1
TN CHN,22819,226681700953,600028,KARMEGAN,12.9564648,80.1831756,1
TN CHN,22819,226681701019,600004,KARMEGAN,13.040175,80.2678316,1
TN CHN,22819,226681701038,600004,KARMEGAN,13.0432532,80.2678915,1
TN CHN,22819,226681701039,600028,KARMEGAN,12.9563524,80.1833145,1
TN CHN,22819,228191700002,600016,RUBAN,12.9998772,80.2027221,1
TN CHN,22819,228191700005,600016,RUBAN,13.0009214,80.2041943,1
TN CHN,22819,226681700977,0,KARMEGAN,12.9563382,80.1833162,1
TN CHN,22819,226681700992,600004,KARMEGAN,12.9564338,80.1833334,1
TN CHN,22819,226681701050,600028,KARMEGAN,12.9563477,80.1833238,1
TN CHN,22819,226681701056,600028,KARMEGAN,12.9563884,80.1833167,1
TN CHN,22819,228191700024,600016,RUBAN,12.9563457,80.1833162,1
TN CHN,22819,228191700059,600088,RUBAN,12.9936178,80.1998953,1
TN CHN,22819,228191700061,600088,RUBAN,12.9826931,80.2013842,1
TN CHN,22819,228191700063,600088,RUBAN,12.9851106,80.2103979,1
TN CHN,22819,228191700006,600016,RUBAN,13.0010594,80.204269,1
TN CHN,22819,228191700008,600016,RUBAN,13.0048535,80.2054008,1
TN CHN,22819,228191700030,600016,RUBAN,13.0035118,80.2059976,1
TN CHN,22819,228191700040,600088,RUBAN,12.9898035,80.2018334,1
TN CHN,22819,228191700070,600088,RUBAN,12.9865144,80.2052923,1
TN CHN,22819,226681700987,0,KARMEGAN,12.9563508,80.1833225,1
TN CHN,22819,226681700991,0,KARMEGAN,13.0432341,80.2679477,1
TN CHN,22819,226681700996,600005,KARMEGAN,13.0432413,80.2677756,1
TN CHN,22819,226681701008,600028,KARMEGAN,12.9563516,80.1833216,1
TN CHN,22819,228191700007,600096,RUBAN,13.0001455,80.2027035,1
TN CHN,22819,228191700016,600016,RUBAN,12.9563905,80.1833172,1
TN CHN,22819,228191700027,600016,RUBAN,12.9563903,80.1833139,1
TN CHN,22819,228191700042,600016,RUBAN,13.0022658,80.2078733,1
TN CHN,22819,228191700050,600016,RUBAN,13.0001367,80.2031135,1
TN CHN,22819,228191700114,600091,RUBAN,12.9563671,80.1833354,1
TN CHN,22819,228191700121,600091,RUBAN,12.9903984,80.2072653,1
TN CHN,22819,228191700146,600042,RUBAN,12.9748401,80.1940894,1
TN CHN,22819,228191700156,600091,RUBAN,12.9741841,80.2021234,1
TN CHN,22819,228191700065,600088,RUBAN,12.9813199,80.2003003,1
TN CHN,22819,228191700074,600088,RUBAN,12.9852585,80.2051001,1
TN CHN,22819,228191700082,600088,RUBAN,12.9844896,80.1990993,1
TN CHN,22819,228191700093,600088,RUBAN,12.9888234,80.1967417,1
TN CHN,22819,228191700103,600088,RUBAN,12.9565106,80.1833472,1
TN CHN,22819,228191700022,600016,RUBAN,13.0021032,80.2057943,1
TN CHN,22819,228191700026,600016,RUBAN,12.999479,80.2045123,1
TN CHN,22819,228191700057,600088,RUBAN,12.9565157,80.1833771,1
TN CHN,22819,228191700068,600088,RUBAN,12.9807134,80.2007221,1
TN CHN,22819,228191700071,600088,RUBAN,12.990025,80.2012757,1
TN CHN,22819,228191700072,600088,RUBAN,12.9969037,80.2094136,1
TN CHN,22819,228191700083,600088,RUBAN,12.9853721,80.2082633,1
TN CHN,22819,228191700111,600091,RUBAN,12.9763477,80.2018531,1
TN CHN,22819,228191700109,600042,RUBAN,12.9766921,80.2039421,1
TN CHN,22819,228191700124,600091,RUBAN,12.9961183,80.2068784,1
TN CHN,22819,228191700130,600091,RUBAN,12.9767111,80.1934903,1
TN CHN,22819,228191700133,600042,RUBAN,12.9903934,80.2072633,1
TN CHN,22819,228191700136,600042,RUBAN,12.9766335,80.1974052,1
TN CHN,22819,228191700137,600042,RUBAN,12.9774453,80.1974782,1
TN CHN,22819,228191700152,600091,RUBAN,12.9790003,80.1974655,1
TN CHN,22819,228191700158,600091,RUBAN,12.9563419,80.1832801,1
TN CHN,22819,228191700170,600114,RAKESH,12.9858203,80.1884252,1
TN CHN,22819,228191700176,600114,RAKESH,12.9562891,80.1831115,1
TN CHN,22819,228191700186,600114,RAKESH,12.9841003,80.184066,1
TN CHN,22819,228191700187,600114,RAKESH,12.9562823,80.1831084,1
TN CHN,22819,228191700084,600088,RUBAN,12.9563607,80.1832867,1
TN CHN,22819,228191700098,600088,RUBAN,12.9830793,80.2071188,1
TN CHN,22819,228191700108,600129,RUBAN,12.9538618,80.1839983,1
TN CHN,22819,228191700113,600091,RUBAN,12.9592671,80.1838018,1
TN CHN,22819,228191700129,600091,RUBAN,12.9563533,80.1833187,1
TN CHN,22819,228191700135,600091,RUBAN,12.9563539,80.1833223,1
TN CHN,22819,228191700149,600091,RUBAN,12.9563469,80.1833005,1
TN CHN,22819,228191700153,600091,RUBAN,12.9565248,80.1833559,1
TN CHN,22819,228191700154,600091,RUBAN,12.9763258,80.1962737,1
TN CHN,22819,228191700197,600061,RAKESH,12.9565172,80.1833435,1
TN CHN,22819,228191700191,600061,RAKESH,12.9562822,80.1831088,1
TN CHN,22819,228191700193,600061,RAKESH,12.9565188,80.1833506,1
TN CHN,22819,228191700227,600061,RAKESH,12.9565666,80.1833719,1
TN CHN,22819,228191700228,600061,RAKESH,12.9563622,80.1833259,1
TN CHN,22819,228191700249,600061,RAKESH,12.9563596,80.1833206,1
TN CHN,22819,228191700274,600091,RAKESH,12.9563527,80.1833173,1
TN CHN,22819,228191700117,600091,RUBAN,12.9623646,80.1925738,1
TN CHN,22819,228191700119,600042,RUBAN,12.9760785,80.200453,1
TN CHN,22819,228191700127,600042,RUBAN,12.9744603,80.2034702,1
TN CHN,22819,228191700131,600042,RUBAN,12.972472,80.1941074,1
TN CHN,22819,228191700139,600091,RUBAN,12.9903583,80.2072021,1
TN CHN,22819,228191700155,600091,RUBAN,,,1
TN CHN,22819,228191700159,600091,RUBAN,,,1
TN CHN,22819,228191700181,600114,RAKESH,12.9813116,80.1838034,1
TN CHN,22819,228191700215,600061,RAKESH,12.9829784,80.1884013,1
TN CHN,22819,228191700200,600061,RAKESH,12.9738116,80.1854726,1
TN CHN,22819,228191700180,600114,RAKESH,12.9893813,80.1933514,1
TN CHN,22819,228191700198,600061,RAKESH,12.9562139,80.1833443,1
TN CHN,22819,228191700209,600061,RAKESH,12.9809886,80.186047,1
TN CHN,22819,228191700218,600061,RAKESH,12.9855644,80.1883099,1
TN CHN,22819,228191700223,600088,RUBAN,12.9908799,80.2011272,1
TN CHN,22819,228191700221,600061,RAKESH,12.9829793,80.1910256,1
TN CHN,22819,228191700238,600114,RAKESH,12.9563228,80.1833232,1
TN CHN,22819,228191700241,600061,RAKESH,12.9563587,80.183325,1
TN CHN,22819,228191700266,600061,RAKESH,12.9563429,80.1833102,1
TN CHN,22819,228191700292,600091,RAKESH,12.9623909,80.1957963,1
TN CHN,22819,228191700293,600117,RUBAN,12.954996,80.1816326,1
TN CHN,22819,228191700296,600117,RUBAN,12.9550127,80.1887307,1
TN CHN,22819,228191700298,600117,RUBAN,12.955729,80.185191,1
TN CHN,22819,228191700299,600117,RUBAN,12.9563559,80.1833204,1
TN CHN,22819,228191700087,600088,RUBAN,12.9562667,80.1831209,1
TN CHN,22819,228191700090,600088,RUBAN,12.9846332,80.2014813,1
TN CHN,22819,228191700094,600088,RUBAN,12.9923298,80.1962906,1
TN CHN,22819,228191700116,600091,RUBAN,12.9563889,80.1833205,1
TN CHN,22819,228191700118,600091,RAKESH,12.9704054,80.2075727,1
TN CHN,22819,228191700134,600091,RAKESH,12.9599339,80.117378,1
TN CHN,22819,228191700064,600088,RUBAN,12.9854906,80.2053067,1
TN CHN,22819,228191700076,600088,RUBAN,12.9809708,80.2065873,1
TN CHN,22819,228191700077,600088,RUBAN,12.9912414,80.2054928,1
TN CHN,22819,228191700140,600091,RUBAN,12.9685423,80.1962434,1
TN CHN,22819,228191700142,600042,RUBAN,12.9766723,80.19747,1
TN CHN,22819,228191700151,600091,RUBAN,12.9904202,80.2072435,1
TN CHN,22819,228191700157,600091,RUBAN,,,1
TN CHN,22819,228191700163,600091,RUBAN,12.9904156,80.2072397,1
TN CHN,22819,228191700196,600061,RAKESH,12.9562109,80.1833389,1
TN CHN,22819,228191700252,600061,RAKESH,12.9563565,80.1833313,1
TN CHN,22819,228191700104,600088,RUBAN,12.9563879,80.1833167,1
TN CHN,22819,228191700125,600091,RUBAN,12.968384,80.1961878,1
TN CHN,22819,228191700174,600114,RAKESH,12.9562586,80.1833207,1
TN CHN,22819,228191700192,600061,RAKESH,12.9562322,80.1832047,1
TN CHN,22819,228191700195,600061,RAKESH,12.9864002,80.173978,1
TN CHN,22819,228191700205,600061,RUBAN,12.967815,80.1813589,1
TN CHN,22819,228191700210,600114,RAKESH,12.9840709,80.1884281,1
TN CHN,22819,228191700217,600061,RAKESH,12.9563405,80.1833097,1
TN CHN,22819,228191700219,600061,RAKESH,12.9861406,80.1925649,1
TN CHN,22819,226441704567,600005,KARMEGAN,12.9563386,80.1833177,1
TN CHN,22819,226441705816,600086,KARMEGAN,13.0501681,80.2572357,1
TN CHN,22819,226441805823,123456,KARMEGAN,13.0283033,80.2723233,1
TN CHN,22819,226441805828,600122,KARMEGAN,12.9563549,80.1833214,1
TN CHN,22819,226441805848,123456,KARMEGAN,12.956362,80.1833321,1
TN CHN,22819,226681600003,600085,SARATH,13.0157837,80.2466003,1
TN CHN,22819,226681600140,0,SARATH,13.0431727,80.2677719,1
TN CHN,22819,226681600147,0,SARATH,12.9565391,80.1832399,1
TN CHN,22819,226681600177,0,KARMEGAN,13.041034,80.2660301,1
TN CHN,22819,226681600196,600028,KARMEGAN,13.0432235,80.2679614,1
TN CHN,22819,226681600199,600028,KARMEGAN,13.0244808,80.2648115,1
TN CHN,22819,226681600207,600028,KARMEGAN,13.0401713,80.2679732,1
TN CHN,22819,226681600217,600028,KARMEGAN,13.0293233,80.27173,1
TN CHN,22819,226681600251,0,SARATH,13.0335019,80.2527089,1
TN CHN,22819,226681600257,0,SARATH,13.0194049,80.2439184,1
TN CHN,22819,226681600264,0,SARATH,13.0158144,80.2458596,1
TN CHN,22819,226681600276,0,SARATH,12.9565092,80.1832382,1
TN CHN,22819,226681600316,600028,KARMEGAN,13.0432497,80.2678543,1
TN CHN,22819,226681600319,0,KARMEGAN,13.029459,80.2605097,1
TN CHN,22819,226681600412,600001,KARMEGAN,12.9564002,80.1833848,1
TN CHN,22819,226681600436,600001,SARATH,13.0491331,80.2514251,1
TN CHN,22819,228191700264,600114,RAKESH,12.9563062,80.1833169,1
TN CHN,22819,228191700270,600091,RAKESH,12.95638,80.1833297,1
TN CHN,22819,228191700271,600091,RAKESH,12.9563806,80.1833301,1
TN CHN,22819,228191700301,600117,RAKESH,12.9563578,80.1833266,1
TN CHN,22819,228191700318,600117,RUBAN,12.9904366,80.2072561,1
TN CHN,22819,228191700321,600117,RUBAN,12.956366,80.1833156,1
TN CHN,22819,228191700332,600117,RAKESH,12.9453341,80.1847856,1
TN CHN,22819,228191700337,600127,RAKESH,12.9396079,80.1821377,1
TN CHN,22819,228191700353,600088,RUBAN,12.9949916,80.201441,1
TN CHN,22819,228191700357,600088,RUBAN,12.9901451,80.2051579,1
TN CHN,22819,228191700365,600016,RUBAN,12.9988863,80.2021272,1
TN CHN,22819,228191700275,600091,RAKESH,12.9564175,80.1833396,1
TN CHN,22819,228191700294,600117,RUBAN,12.955735,80.1862633,1
TN CHN,22819,228191700305,600117,RUBAN,12.9563661,80.1833112,1
TN CHN,22819,228191700307,600117,RUBAN,12.9563919,80.1833165,1
TN CHN,22819,228191700396,600117,RUBAN,12.9556638,80.1870464,1
TN CHN,22819,228191700397,600117,RUBAN,,,1
TN CHN,22819,228191700402,600117,RUBAN,12.9557087,80.1860947,1
TN CHN,22819,228191700414,600117,RUBAN,12.9587664,80.1875132,1
TN CHN,22819,228191700422,600117,RAKESH,12.9384022,80.1754574,1
TN CHN,22819,228191700326,600117,RUBAN,12.9563698,80.1833135,1
TN CHN,22819,228191700338,600129,RAKESH,12.956501,80.1833581,1
TN CHN,22819,228191700350,600088,RUBAN,12.980924,80.2045387,1
TN CHN,22819,228191700356,600088,RUBAN,12.9672144,80.1867438,1
TN CHN,22819,228191700362,600088,RUBAN,12.96697,80.1883908,1
TN CHN,22819,228191700399,600117,RUBAN,12.9904372,80.2072569,1
TN CHN,22819,228191700408,600117,RUBAN,12.9497915,80.1839148,1
TN CHN,22819,228191700413,600117,RUBAN,12.9563941,80.1833466,1
TN CHN,22819,228191700416,600117,RUBAN,12.9563897,80.183316,1
TN CHN,22819,228191700433,600117,RAKESH,12.938735,80.1789461,1
TN CHN,22819,228191700437,600117,RAKESH,12.9372158,80.1820539,1
TN CHN,22819,228191700441,600117,RAKESH,12.941165,80.1829626,1
TN CHN,22819,228191700258,600061,RAKESH,12.9563592,80.1833259,1
TN CHN,22819,228191700247,600061,RUBAN,12.9685019,80.1839559,1
TN CHN,22819,228191700278,600091,RAKESH,12.956357,80.1833278,1
TN CHN,22819,228191700336,600117,RAKESH,12.9565162,80.183349,1
TN CHN,22819,228191700432,600129,RAKESH,12.9379556,80.1823092,1
TN CHN,22819,228191700436,600129,RAKESH,12.9563447,80.1833162,1
TN CHN,22819,228191700447,600117,RAKESH,12.9564612,80.1833427,1
TN CHN,22819,228191700449,600129,RAKESH,12.9384033,80.1754585,1
TN CHN,22819,228191700451,600117,RAKESH,12.9565381,80.1833693,1
TN CHN,22819,228191700452,600117,RAKESH,12.9353279,80.1825588,1
TN CHN,22819,228191700458,600117,RAKESH,13.002271,80.207977,1
TN CHN,22819,228191700443,600117,RAKESH,12.9566475,80.1833622,1
TN CHN,22819,228191700463,600117,RAKESH,12.9562958,80.1834739,1
TN CHN,22819,228191700465,600117,RAKESH,12.9372479,80.1821267,1
TN CHN,22819,228191700474,600091,RAKESH,12.9564511,80.1833045,1
TN CHN,22819,228191700477,600091,RAKESH,12.9862938,80.1873792,1
TN CHN,22819,228191700494,600091,RUBAN,12.9563876,80.1833169,1
TN CHN,22819,228191700311,600117,RAKESH,12.9563561,80.1833279,1
TN CHN,22819,228191700322,600117,RUBAN,12.9563916,80.1833161,1
TN CHN,22819,228191700352,600088,RUBAN,12.9904376,80.2072712,1
TN CHN,22819,228191700386,600091,RAKESH,12.9689286,80.1901669,1
TN CHN,22819,228191700343,600061,RAKESH,12.9563455,80.1833001,1
TN CHN,22819,228191700359,600016,RUBAN,12.9990862,80.2022695,1
TN CHN,22819,228191700364,600016,RUBAN,12.9998665,80.2030307,1
TN CHN,22819,228191700383,600091,RAKESH,12.9564904,80.1833355,1
TN CHN,22819,228191700404,600117,RUBAN,12.9559124,80.1844333,1
TN CHN,22819,228191700409,600117,RUBAN,12.9563962,80.1833129,1
TN CHN,22819,228191700469,600129,RAKESH,12.9476058,80.1883976,1
TN CHN,22819,228191700490,600091,RAKESH,12.9564876,80.1833618,1
TN CHN,22819,228191700491,600091,RAKESH,12.9564719,80.1833513,1
TN CHN,22819,228191700497,600091,RUBAN,12.9680288,80.1831261,1
TN CHN,22819,228191700503,600019,RAKESH,12.9655694,80.2047009,1
TN CHN,22819,228191700507,600088,RUBAN,12.9563551,80.183314,1
TN CHN,22819,228191700505,600088,RUBAN,12.9563485,80.1833279,1
TN CHN,22819,228191700513,600114,RAKESH,12.9881321,80.1835092,1
TN CHN,22819,228191700514,600114,RAKESH,12.9831526,80.1840909,1
TN CHN,22819,228191700518,600088,RUBAN,12.9961862,80.2034819,1
TN CHN,22819,228191700541,600129,RAKESH,12.9563565,80.1833279,1
TN CHN,22819,228191700543,600117,RAKESH,12.956387,80.1833191,1
TN CHN,22819,228191700411,600117,RUBAN,12.9563888,80.1833143,1
TN CHN,22819,228191700412,600117,RUBAN,12.9563369,80.1832656,1
TN CHN,22819,228191700418,600117,RUBAN,12.95639,80.1833142,1
TN CHN,22819,228191700420,600117,RAKESH,12.9352108,80.1823374,1
TN CHN,22819,228191700421,600117,RAKESH,12.9564589,80.183328,1
TN CHN,22819,228191700434,600129,RAKESH,12.956329,80.1834095,1
TN CHN,22819,228191700480,600091,RAKESH,12.986762,80.1849561,1
TN CHN,22819,228191700388,600091,RAKESH,12.9685515,80.1917171,1
TN CHN,22819,228191700394,600117,RUBAN,12.9563833,80.1832821,1
TN CHN,22819,228191700407,600117,RUBAN,12.9754803,80.1967278,1
TN CHN,22819,228191700410,600117,RUBAN,12.9563282,80.1832474,1
TN CHN,22819,228191700426,600117,RAKESH,12.9316357,80.1811716,1
TN CHN,22819,228191700428,600129,RAKESH,12.9407871,80.1842193,1
TN CHN,22819,228191700438,600117,RAKESH,12.9322319,80.1797741,1
TN CHN,22819,228191700521,600117,RUBAN,12.9516962,80.1831025,1
TN CHN,22819,228191700526,600042,RUBAN,12.9764038,80.2020918,1
TN CHN,22819,228191700535,600091,RAKESH,12.9563907,80.1833204,1
TN CHN,22819,228191700546,600091,RAKESH,12.9563566,80.1833278,1
TN CHN,22819,228191700561,600091,RAKESH,12.9562171,80.1833566,1
TN CHN,22819,228191700571,600061,RAKESH,12.9563793,80.1833099,1
TN CHN,22819,228191700224,600061,RAKESH,12.9562865,80.1833109,1
TN CHN,22819,228191700225,600061,RAKESH,12.9883872,80.1903448,1
TN CHN,22819,228191700230,600061,RAKESH,12.9563471,80.183326,1
TN CHN,22819,228191700268,600091,RAKESH,12.9581396,80.1833646,1
TN CHN,22819,228191700281,600091,RUBAN,12.9564877,80.181568,1
TN CHN,22819,228191700485,600114,RAKESH,12.9565474,80.1833738,1
TN CHN,22819,228191700496,600091,RUBAN,12.956392,80.1833136,1
TN CHN,22819,228191700501,600088,RUBAN,12.9563586,80.1833218,1
TN CHN,22819,228191700511,600091,RAKESH,12.9689545,80.1901507,1
TN CHN,22819,228191700524,600042,RUBAN,12.9564382,80.1833356,1
TN CHN,22819,228191700340,600129,RAKESH,12.9563033,80.1832035,1
TN CHN,22819,228191700358,600088,RUBAN,12.9923812,80.1984783,1
TN CHN,22819,228191700377,600091,RAKESH,12.9564086,80.1833585,1
TN CHN,22819,228191700440,600117,RAKESH,12.9388235,80.1791962,1
TN CHN,22819,228191700444,600117,RAKESH,12.9388441,80.1757213,1
TN CHN,22819,228191700478,600091,RUBAN,12.986948,80.2012002,1
TN CHN,22819,228191700479,600091,RUBAN,12.9867738,80.1974356,1
TN CHN,22819,228191700487,600061,RAKESH,12.9563862,80.1833183,1
TN CHN,22819,228191700527,600042,RUBAN,12.9747766,80.2039862,1
TN CHN,22819,228191700532,600091,RAKESH,12.969012,80.1901066,1
TN CHN,22819,228191700544,600027,RAKESH,12.9599266,80.11747,1
TN CHN,22819,228191700553,600001,RAKESH,12.9603074,80.2032748,1
TN CHN,22819,228191700555,600001,RAKESH,12.9562699,80.1831684,1
TN CHN,22819,228191700570,600061,RAKESH,12.9565138,80.1833576,1
TN CHN,22819,228191700572,600061,RAKESH,12.9807131,80.1888212,1
TN CHN,22819,228191700390,600091,RAKESH,12.9562985,80.183019,1
TN CHN,22819,228191700430,600117,RAKESH,12.9353735,80.182272,1
TN CHN,22819,228191700460,600117,RAKESH,12.9563188,80.1832691,1
TN CHN,22819,228191700473,600091,RAKESH,12.9562635,80.1833228,1
TN CHN,22819,228191700475,600091,RAKESH,12.956489,80.1833634,1
TN CHN,22819,228191700320,600117,RUBAN,12.9563119,80.1832876,1
TN CHN,22819,228191700325,600117,RAKESH,12.9563539,80.1833213,1
TN CHN,22819,228191700335,600117,RAKESH,12.9563846,80.1833184,1
TN CHN,22819,228191700344,600117,RAKESH,12.9563375,80.1833114,1
TN CHN,22819,228191700372,600091,RAKESH,12.9654267,80.2006532,1
TN CHN,22819,228191700382,600091,RAKESH,12.9564709,80.1833018,1
TN CHN,22819,228191700406,600017,RAKESH,12.9599338,80.1173789,1
TN CHN,22819,228191700450,600117,RAKESH,,,1
TN CHN,22819,228191700453,600117,RAKESH,12.9363303,80.1750282,1
TN CHN,22819,228191700454,600117,RAKESH,12.9409219,80.1832301,1
TN CHN,22819,228191700482,600091,RAKESH,12.956386,80.1833132,1
TN CHN,22819,228191700484,600091,RAKESH,12.9564881,80.1833625,1
TN CHN,22819,228191700504,600061,RAKESH,12.9710215,80.1855459,1
TN CHN,22819,228191700516,600117,RAKESH,12.9393003,80.1859153,1
TN CHN,22819,228191700525,600042,RUBAN,12.9564836,80.1832876,1
TN CHN,22819,228191700493,600091,RUBAN,12.9564002,80.1833172,1
TN CHN,22819,228191700502,600091,RUBAN,12.9652885,80.1854308,1
TN CHN,22819,228191700522,600091,RUBAN,12.9669287,80.1798968,1
TN CHN,22819,228191700523,600091,RUBAN,12.9679892,80.1817504,1
TN CHN,22819,228191700529,600001,RAKESH,12.9563728,80.1833208,1
TN CHN,22819,228191700537,600042,RUBAN,12.9904045,80.2072696,1
TN CHN,22819,226681600521,600005,KARMEGAN,12.9563434,80.1833164,1
TN CHN,22819,226681600525,600014,KARMEGAN,12.9563432,80.1833171,1
TN CHN,22819,226681600549,600004,KARMEGAN,13.0340894,80.2707066,1
TN CHN,22819,226681600551,600014,KARMEGAN,13.0483307,80.2611892,1
TN CHN,22819,226681600560,0,KARMEGAN,13.0432372,80.2679404,1
TN CHN,22819,226681600580,600014,KARMEGAN,13.1214588,80.2635872,1
TN CHN,22819,226681600581,0,KARMEGAN,12.9563429,80.1833146,1
TN CHN,22819,226681600590,600005,KARMEGAN,12.9565114,80.1830805,1
TN CHN,22819,226681600605,600004,KARMEGAN,12.9563478,80.1833216,1
TN CHN,22819,226681600614,600004,KARMEGAN,13.0431786,80.2678796,1
TN CHN,22819,226681600687,0,KARMEGAN,13.0432455,80.2678182,1
TN CHN,22819,226681600689,0,KARMEGAN,13.0563533,80.2754717,1
TN CHN,22819,226681600733,0,KARMEGAN,12.9563436,80.1833162,1
TN CHN,22819,226681600743,600004,KARMEGAN,13.0389272,80.2676802,1
TN CHN,22819,226681600744,600005,SARATH,13.0585481,80.27256,1
TN CHN,22819,226681600752,600005,KARMEGAN,12.9565677,80.1834227,1
TN CHN,22819,226681600772,600005,KARMEGAN,13.0561587,80.2756003,1
TN CHN,22819,226681600797,600005,KARMEGAN,13.052945,80.2694648,1
TN CHN,22819,226681600805,600005,KARMEGAN,12.9563481,80.1833181,1
TN CHN,22819,226681600808,0,KARMEGAN,12.956343,80.1833113,1
TN CHN,22819,226681600831,600004,KARMEGAN,13.0331256,80.2716803,1
TN CHN,22819,226681600868,600005,KARMEGAN,13.0432341,80.2679749,1
TN CHN,22819,226681600872,0,SARATH,13.0165184,80.2443899,1
TN CHN,22819,226681600879,600014,KARMEGAN,12.9563428,80.1833113,1
TN CHN,22819,226681600922,0,SARATH,12.9564304,80.1833091,1
TN ROTN SOUTH,22801,228011700022,613006,JAYACHANDRAN,10.7862926,79.1218408,1
TN ROTN SOUTH,22801,228011700030,613006,JAYACHANDRAN,10.7643211,79.1470459,1
TN ROTN SOUTH,22801,228011700050,613007,JAI GANESH,10.7723818,79.11353,1
TN ROTN SOUTH,22801,228011700053,613007,JAI GANESH,10.7901802,79.1419989,1
TN ROTN SOUTH,22801,228011700058,613007,JAI GANESH,10.7677894,79.1189927,1
TN ROTN SOUTH,22801,228011700064,613007,Sathish,10.7608233,79.10402,1
TN ROTN SOUTH,22801,228011700068,613004,JAI GANESH,10.7693464,79.1127618,1
TN ROTN SOUTH,22801,228011700076,613004,Sathish,10.7559535,79.0982886,1
TN ROTN SOUTH,22801,228011700077,613004,Sathish,10.755904,79.0983804,1
TN CHN,22819,226681700968,600005,KARMEGAN,12.9563433,80.1833166,1
TN CHN,22819,226681700985,0,KARMEGAN,12.956392,80.1833149,1
TN CHN,22819,226681701004,600014,KARMEGAN,12.9563349,80.1833193,1
TN CHN,22819,226681701048,0,KARMEGAN,13.0431855,80.2679076,1
TN CHN,22819,226681701049,0,KARMEGAN,12.9563454,80.1833142,1
TN CHN,22819,226681701057,600028,KARMEGAN,13.1214644,80.2636057,1
TN CHN,22819,226681701058,600004,KARMEGAN,12.9563681,80.1833122,1
TN CHN,22819,228191700004,600016,RUBAN,13.0016718,80.2045408,1
TN CHN,22819,228191700010,600016,RUBAN,12.9992748,80.2022963,1
TN CHN,22819,228191700018,600016,RUBAN,12.9565326,80.183355,1
TN CHN,22819,228191700028,600016,RUBAN,12.9564791,80.1833712,1
TN CHN,22819,228191700051,600016,RUBAN,12.9985326,80.2021621,1
TN CHN,22819,228191700080,600088,RUBAN,12.9563861,80.1832737,1
TN CHN,22819,228191700096,600088,RUBAN,12.9913744,80.2072763,1
TN CHN,22819,228191700097,600088,RUBAN,12.9831231,80.2013466,1
TN CHN,22819,228191700101,600088,RUBAN,12.9868708,80.2012551,1
TN CHN,22819,228191700123,600091,RUBAN,12.9634957,80.1926821,1
TN CHN,22819,228191700138,600091,RUBAN,12.9789318,80.1973284,1
TN CHN,22819,228191700165,600091,RUBAN,,,1
TN CHN,22819,228191700175,600061,RAKESH,12.9848996,80.1923724,1
TN CHN,22819,228191700201,600061,RAKESH,12.9761567,80.1831794,1
TN CHN,22819,228191700202,600061,RAKESH,12.9562295,80.1833487,1
TN CHN,22819,228191700206,600061,RAKESH,12.9689425,80.1901647,1
TN CHN,22819,228191700207,600061,RAKESH,12.976227,80.1831722,1
TN CHN,22819,228191700216,600061,RAKESH,12.9562924,80.1831346,1
TN CHN,22819,228191700236,600061,RAKESH,12.9563464,80.1833246,1
TN CHN,22819,228191700250,600117,RUBAN,12.9671962,80.1866683,1
TN CHN,22819,228191700304,600117,RUBAN,12.956392,80.1833172,1
TN CHN,22819,228191700313,600117,RUBAN,12.9534517,80.1837937,1
TN CHN,22819,228191700324,600117,RUBAN,12.9563641,80.1833157,1
